All,Semua
"Orders, Invoices, Shipments, Credit Memos Archiving","Pesanan, Faktur, pengiriman, pengarsipan memo kredit"
"Enable Archiving","Aktifkan pengarsipan"
"Order Statuses to be Archived","Status pesanan yang akan di arsipkan"
"Mass Add","Tambahkan masa"
"Sales Archive","Arsip penjualan"
"Return to Order Management","Kembali ke manajemen pesanan"
"Go to Archive","Pergi ke arsip"
"Are you sure you want to delete this?","Apakah anda yakin akan menghapus ini?"
"Manage Coupon Codes","Kelola Kode Kupon"
"Coupon Qty","Qty Kupon"
"Times Used","Waktu yang Digunakan"
"Are you sure you want to delete the selected coupon(s)?","Apakah anda yakin ingin menghapus kupon(s) yang dipilih?"
Labels,Lebel
"%1 - Discounts and Coupons","%1 - Diskon dan Kupon"
Coupons/Discounts,Kupon/Diskon
"New Cart Price Rule","Aturan Baru Harga Keranjang Belanja"
"Rule is not defined","Aturan tidak didefinisikan"
"Coupon with the same code","Kopen dengan kode yang sama"
"No Coupon","Tidak ada Kupon"
"Specific Coupon","Kupon Tertentu"
"Buy X get Y free (discount amount is Y)","Beli X dapat Y gratis (jumlah diskon adalah Y)"
"Shipping Postcode","Kode pos Pengiriman"
"Shipping Region","Wilayah Pengiriman"
"Shipping State/Province","Pengiriman Negara Bagian/Provinsi"
"Shipping Country","Negara Pengiriman"
"Product attribute combination","Kombinasi atribut produk"
"Conditions combination","Ketentuan Kombinasi"
"Cart Attribute","Atribut Keranjang"
"Price in cart","Harga di keranjang"
"Cart Item Attribute","Atribut Item Keranjang"
FOUND,DITEMUKAN
"NOT FOUND","TIDAK DITEMUKAN"
"total quantity","kuantitas total"
"total amount","jumlah total"
"Some coupons are invalid.","Beberapa kupon tidak valid."
"Item totals are not set for the rule.","Total barang tidak dterapkan pada aturan."
"%1 coupon(s) have been generated.","%1 kupon(s) telah dihasilkan."
"Your coupon was successfully removed.","Kupon anda telah berhasil dihapus."
"Your coupon was successfully applied.","Kupon anda berhasil diterapkan."
Promotion,Promosi
"
                    If you select and save the rule you will be able to generate multiple coupon codes.
                ","
Jika anda memilih dan menyimpan aturan anda akan dapat menghasilkan beberapa kode kupon.                "
"Uses per Coupon","Penggunaan per Kupon"
"Uses per Customer","Penggunaan per Pelanggan"
"Public In RSS Feed","Umum Di RSS Feed"
"Apply to Shipping Amount","Terapkan untuk Jumlah Pengiriman"
"An error occurred during processing; coupon with id %1 expiration date wasn't updated. The error message was: %2","Terjadi kesalahan saat memproses; kupon dengan tanggal kadaluarsa id %1 tidak diperbarui. pesan kesalahannya: %2"
"Future Update in this time range already exists. Select a different range to add a new Future Update.","Update terbaru dalam kisaran waktu ini sudah ada. Pilih kisaran waktu yang lain untuk menambah update terbaru."
"The cart price rule will be removed from the update and all scheduled changes will be lost.","Aturan harga keranjang akan dihapus dari pembaruan dan semua perubahan terjadwal akan hilang."
"Add Scheduled Export","Tambahkan Jadwal Ekspor"
"Add Scheduled Import","Tambahkan Jadwal Impor"
"Scheduled Import/Export","Jadwalkan Impor/Ekspor"
"Please correct the scheduled operation type.","Silahkan periksa jenis jadwal operasi."
"Server Type","Jenis Server"
"File Directory","Berkas Direktori"
"File Mode","Mode File"
"Passive Mode","Mode Pasif"
"Failed Email Receiver","Penerimaan Email Gagal"
"Failed Email Sender","Pengiriman Email Gagal"
"Failed Email Template","Template Email Gagal"
"Export File Information","Informasi Berkas Impor"
"Export Failed Emails","Ekspor Email Gagal"
"File Format","Format Berkas"
"Import File Information","Informasi Berkas Impor"
"Import Failed Emails","Impor Email Gagal"
"On Error","Dalam Kesalahan"
"File Name","Nama Berkas"
"Clean Now","Bersihkan Sekarang"
"Scheduled Imports/Exports","Jadwal Impor/Ekspor"
"You deleted the history files.","Anda menghapus Berkas Terdahulu."
"We cannot change status for all items.","Kami tidak bisa mengubah status untuk semua item."
"We can't create directory ""%1""","Kami tidak bisa membuat direktori ""%1"""
"The directory ""%1"" is not writable.","Direktori ""%1"" tidak dapat ditulis."
"Scheduled Import","Jadwal Impor"
"New Scheduled Import","Jadwal Baru Impor"
"New Scheduled Export","Jadwal Ekspor Terbaru"
"You saved the scheduled import.","Anda menyimpan impor terjadwal."
"You saved the scheduled report.","Anda menyimpan laporan terjadwal."
"You deleted the scheduled import.","Anda menghapus impor terjadwal."
"You deleted the scheduled export.","Anda menghapus ekspor terjadwal."
"Are you sure you want to delete this scheduled import?","Apakah anda yakin ingin menghapus impor terjadwal ini?"
"Are you sure you want to delete this scheduled export?","Apakah anda yakin ingin menghapus ekspor terjadwal?"
"File has been not created","Berkas belum dibuat"
"Something went wrong and the operation failed.","Ada yang salah dan operasi gagal."
"Connecting to server","Menghubungkan ke server"
"Reading import file","Membaca berkas impor"
"We couldn't write file ""%1"" to ""%2"" with the ""%3"" driver.","Kami tidak dapat menulis file ""%1"" ke ""%2"" dengan driver ""%3""."
"Save file content","Simpan konten file"
"Please correct the server type.","Silahkan perbaiki jenis server."
"Unknown file format","Format file tidak diketahui"
"Local Server","Server Lokal"
"Stop Import","Hentikan Impor"
"Continue Processing","Lanjutkan proses"
Successful,Sukses
"Can not open file","Tidak dapat membuka berkas"
"%store_name - Scheduled Export Failed","%store_name - Ekspor Terjadwal Gagal"
"Operation name:","Nama Operasi:"
"Log trace:","Jejak Log:"
"%store_name  - Scheduled Import Failed","%store_name _ Impor Terjadwal Gagal"
"%operation_name - Scheduled Import Failed","%operation_name - Impor Terjadwal Gagal"
"Save Files, Days","Simpan Berkas, Hari"
"Are you sure you want to delete the selected scheduled imports/exports?","Apakah anda yakin ingin menghapus jadwal impor/ekspor yang dipilih?"
"Last Run","Aktifitas Terakhir"
"Search Term","Istilah pencarian"
"Search Synonyms","Cari Sinonim"
"New Synonym Group","Grup Sinonim Baru"
"Delete Synonym Group","Hapus Grup Sinonim"
"Are you sure you want to delete this synonym group?","Yakin ingin menghapus grup sinonim ini?"
"Save Synonym Group","Simpan Grup Sinonim"
"Save Search","Simpan pencarian"
"Delete Search","Hapus Pencarian"
"Edit Search '%1'","Edit Pencarian ' % 1 '"
"New Search","Pencarian baru"
"Search Information","Informasi pencarian"
"Number of results","Jumlah hasil"
"Number of results (For the last time placed)","Jumlah hasil (Untuk terakhir kalinya ditempatkan)"
"For the last time placed.","Untuk terakhir kalinya ditempatkan."
"Number of Uses","Jumlah penggunaan"
"Display in Suggested Terms","Tampilkan dalam Persyaratan yang Disarankan"
"The synonym group has been deleted.","Sinonim group telah dihapus."
"An error was encountered while performing delete operation.","Kesalahan saat melakukan operasi hapus."
"We can't find a synonym group to delete.","Kami tidak bisa menemukan sinonim kelompok untuk menghapus."
"This synonyms group no longer exists.","Ini sinonim kelompok tidak ada lagi."
"Edit Synonym Group","Edit Grup Sinonim"
"Synonym Group","Grup sinonim"
"Failed to delete %1 synonym group(s).","Gagal menghapus grup sinonim % 1."
"A total of %1 synonym group(s) have been deleted.","Sebanyak % 1 kelompok sinonim telah dihapus."
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Sinonim pencarian tidak didukung oleh mesin pencari % 1. Setiap sinonim yang Anda masukkan tidak akan digunakan."
"This synonym group no longer exists.","Kelompok sinonim ini sudah tidak ada lagi."
"You saved the synonym group.","Anda menyimpan grup sinonim."
"The terms you entered, (%1), belong to 1 existing synonym group, %2. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","Istilah yang Anda masukkan, ( % 1), termasuk dalam 1 grup sinonim yang ada, % 2. Pilih kotak centang ""Merge existing sinonim"" sehingga persyaratan dapat digabungkan."
"The terms you entered, (%1), belong to %2 existing synonym groups, %3 and %4. Select the ""Merge existing synonyms"" checkbox so the terms can be merged.","Istilah yang Anda masukkan, ( % 1), termasuk dalam % 2 grup sinonim yang ada, % 3 dan % 4. Pilih kotak centang ""Merge existing sinonim"" sehingga persyaratan dapat digabungkan."
"You deleted the search.","Anda menghapus pencarian."
"We can't find a search term to delete.","Kami tidak dapat menemukan istilah penelusuran yang akan dihapus."
"This search no longer exists.","Pencarian ini sudah tidak ada lagi."
"Edit Search","Edit Pencarian"
"Please select searches.","Silakan pilih pencarian."
"Search Terms Report","Laporan Istilah Pencarian"
"You saved the search term.","Anda menyimpan istilah pencarian."
"Something went wrong while saving the search query.","Ada yang salah saat menyimpan Kategori penelusuran."
"You already have an identical search term query.","Anda sudah memiliki identik pencarian istilah query."
"Merge conflict with existing synonym group(s): %1","Bergabunglah dengan grup sinonim yang ada:% 1"
"Are you sure you want to delete synonym group with id: %1?","Apakah anda yakin anda ingin menghapus sinonim group dengan id: %1?"
"    All Store Views","    Semua tampilan toko"
"Search entire store here...","Cari seluruh toko disini..."
"There are no search terms available.","Tidak ada istilah pencarian yang tersedia."
"Search Engine","Mesin pencarian"
Hits,Permintaan
"Suggested Terms","Ketentuan yang Disarankan"
"You can adjust the scope of this synonym group by selecting an option from the list.","Anda dapat menyesuaikan cakupan grup sinonim ini dengan memilih opsi dari daftar."
"Comma-separated list of synonyms. The terms entered (separated by commas) will be used as an “OR” search query to search your entire store. For example, if you enter “shoes,footwear”, and user were to search for ""shoes"", the search results will include any product or content with term “shoes"" or ""footwear.”","Daftar sinonim yang dipisahkan koma. Istilah yang dimasukkan (dipisahkan dengan koma) akan digunakan sebagai kategori penelusuran ""ATAU"" untuk menelusuri seluruh toko Anda. Misalnya, jika Anda memasukkan ""sepatu, alas kaki"", dan pengguna untuk mencari ""sepatu"", hasil pencarian akan mencakup produk atau konten dengan istilah ""sepatu"" atau ""alas kaki"""
Synonyms,Sinonim
"Automatically merges synonyms in groups that share the same scope. If you check this box and you add one or more of the same terms to different synonym groups in the same scope, automatically merges all the terms to one group. If this isn't what you want, uncheck the box and an error displays if you try to add the same terms.","Secara otomatis menggabungkan sinonim dalam grup yang memiliki cakupan yang sama. Jika Anda mencentang kotak ini dan menambahkan satu atau beberapa istilah yang sama ke grup sinonim yang berbeda dalam lingkup yang sama, secara otomatis menggabungkan semua persyaratan ke satu grup. Jika ini bukan yang Anda inginkan, hapus centang pada kotak dan muncul kesalahan jika Anda mencoba menambahkan istilah yang sama."
"Are you sure you want to delete the selected synonym groups?","Yakin ingin menghapus grup sinonim yang dipilih?"
"Account Activity","Aktifitas Akun"
"All other open sessions for this account were terminated.","Semua sesi terbuka lainnya untuk akun ini telah dihentikan."
"We couldn't logout because of an error.","Kami tidak dapat keluar karena ada kesalahan."
"Someone logged into this account from another device or browser. Your current session is terminated.","Seseorang telah masuk menggunakan akun ini dari perangkat lain atau browser. Sesi anda saat ini dihentikan."
"Your current session is terminated by another user of this account.","Sesi anda saat ini telah dihentikan oleh pengguna lain dari akun ini."
"Your current session has been expired.","Sesi anda saat ini telah kadaluarsa."
"By IP and Email","Melalui IP dan Email"
"By IP","Melalui IP"
"By Email","Melalui Email"
"This administrator account is open in more than one location. Note that other locations might be different browsers or sessions on the same computer.","Akun administrator ini terbuka lebih dari satu lokasi. Perhatikan bahwa lokasi lain mungkin berbeda dengan browser atau sesi dalam komputer yang sama."
"Concurrent session information:","Sesi informasi bersamaan:"
"Time of session start","Waktu memulai sesi"
"Are you sure that you want to log out all other sessions?","Apakah anda yakin bahwa anda ingin keluar dari semua sesi lain?"
"Log out all other sessions","Keluar dari semua sesi"
"This computer is using IP address %1.","Komputer ini menggunakan alamat IP %1."
"Admin Account Sharing","Berbagi Akun Admin"
"If set to Yes, you can log in from multiple computers into same account. Default setting No improves security.","Jika dipilih ke Ya, anda dapat masuk dari beberapa komputer ke akun yang sama. Pengaturan default tidak meningkatkan keamanan."
"Password Reset Protection Type","Jenis Keamanan Merubah Kata sandi"
"Max Number of Password Reset Requests","Jumlah Maksimal Permintaan Merubah Kata sandi"
"We found some problems with the data.","Kami menemukan beberapa masalah dengan data."
"Some emails were not sent.","Beberapa email tidak terkirim."
"Please enter a sender name.","Silahkan masukkan nama pengirim."
"Invalid Sender Email","Email pengirim tidak valid"
"Please enter a message.","Silahkan masukkan pesan."
"Please specify at least one recipient.","Silahkan tentukan setidaknya satu penerima."
"Please enter a correct recipient email address.","Silahkan masukkan alamat email penerima yang benar."
"Please define a correct product instance.","Silahkan jelaskan contoh produk yang benar."
"Invalid Sender Information","Informasi pengirim tidak valid"
"Please define the correct sender information.","Silahkan jelaskan informasi pengirim yang benar."
"Welcome, %name","Selamat datang, %nama"
"%sender_name wants to share this product with you:","%s ender_nama berbagi produk ini dengan anda:"
"Select Email Template","Pilih template Email"
"Allow for Guests","Izinkan untuk tamu"
"Limit Sending By","Batas mengirim oleh"
"New Shipment for Order #%1","Pengiriman Baru untuk Pesanan #%1"
"You are trying to add a quantity for some products that doesn't match the quantity that was shipped.","Anda mencoba menambahkan jumlah untuk beberapa produk yang tidak sesuai dengan jumlah yang dikirim."
"The value that you entered is not valid.","Nilai yang Anda masukkan tidak berlaku."
"Add Tracking Number","Tambahkan Nomor Pelacakan"
"Send Tracking Information","Kirim Informasi Pelacakan"
"Are you sure you want to send a Shipment email to customer?","Yakin ingin mengirim email Pengiriman ke pelanggan?"
"the shipment email was sent","email pengiriman telah terkirim"
"the shipment email is not sent","email pengiriman gagal mengirim"
"Shipment #%1 | %3 (%2)","Pengiriman #%1 | %3 (%2)"
"Create Shipping Label...","Buat Label Pengiriman..."
"About Your Shipment","Tentang Pengiriman Anda"
"We can't initialize shipment for adding tracking number.","Kami tidak dapat menginisialisasi pengiriman untuk menambahkan nomor pelacakan."
"Cannot add tracking number.","Tidak dapat menambahkan nomor pelacakan."
"You created the shipping label.","Anda membuat label pengiriman."
"You sent the shipment.","Anda mengirim pengiriman."
"Cannot send shipment information.","Tidak dapat mengirim informasi pengiriman."
"There are no shipping labels related to selected orders.","Tidak ada label pengiriman yang terkait dengan pesanan yang dipilih."
"New Shipment","Pengiriman Baru"
"We don't recognize or support the file extension in this shipment: %1.","Kami tidak mengenali atau mendukung ekstensi file dalam pengiriman ini: %1."
"We can't initialize shipment for delete tracking number.","Kami tidak dapat menginisialisasi pengiriman untuk menghapus nomor pelacakan."
"We can't delete tracking number.","Kami tidak dapat menghapus nomor pelacakan."
"We can't save the shipment right now.","Kami tidak dapat menyimpan kiriman sekarang."
"The shipment has been created.","Pengiriman telah dibuat."
"Cannot save shipment.","Tidak dapat menyimpan pengiriman."
"Cannot do shipment for the order separately from invoice.","Tidak dapat melakukan pengiriman untuk pesanan terpisah dari faktur."
"Cannot do shipment for the order.","Tidak bisa melakukan pengiriman untuk pesanan."
"Sorry, but we can't deliver to the destination country with this shipping module.","Maaf, tapi kami tidak bisa mengantarkan ke negara tujuan dengan modul pengiriman ini."
"The shipping module is not available.","Modul pengiriman tidak tersedia."
"This shipping method is not available. Please specify the zip code.","Metode pengiriman ini tidak tersedia. Harap tentukan kode posnya."
Development,Pengembangan
Live,Hidup
"Signature Confirmation","Konfirmasi Tanda tangan"
Contents,Isi
Girth,Ketebalan
"Shipping labels is not available.","Label pengiriman tidak tersedia."
"Response info is not exist.","Info tanggapan tidak ada."
"Per Package","Per Paket"
"Tracking information is unavailable.","Informasi pelacak tidak tersedia."
"Items to Ship","Barang untuk Dikirim"
"Qty to Ship","Qty untuk Dikirim"
"Shipment Total","Jumlah Pengiriman"
"Shipment Options","Pilihan Pengiriman"
"Email Copy of Shipment","Salin Email Pengiriman"
"Add Selected Product(s) to Package","Tambahkan Produk yang Dipilih(s) ke Paket"
"Add Products to Package","Tambahkan Produk ke Paket"
"USPS domestic shipments don't use package types.","USPS pengiriman dalam negeri tidak menggunakan jenis paket."
in,dalam
"Delete Package","Hapus Paket"
Explanation,Penjelasan
"Shipping &amp; Handling Information","Pengiriman &amp; Informasi Penanganan"
"Track Order","Melacak Pesanan"
"Items Shipped","Barang Terkirim"
"Shipment History","Riwayat Pengiriman"
"Print All Shipments","Cetak Semua Pengiriman"
"Shipment #","Pengiriman #"
"Print Shipment","Cetak Pengiriman"
"Tracking Number(s):","Nomor Pelacakan(s):"
"Order tracking","Pelacakan pesanan"
"Tracking Number:","Nomor Pelacakan:"
Carrier:,Pembawa:
"Tracking information is currently not available. Please ","Informasi pelacakan saat ini tidak tersedia. Silahkan "
"contact us","hubungi kami"
" for more information or "," untuk informasi lebih lanjut atau "
Track:,Jalur:
"Track history","Riwayat jalur"
"Local Time","Waktu Lokal"
"See our Shipping Policy","Lihat Kebijakan Pengiriman kami"
"Shipping Methods Section","Bagian Metode Pengiriman"
"Shipping Settings","Setelan Pengiriman"
Origin,Asal
"Shipping Policy Parameters","Parameter Kebijakan Pengiriman"
"Shipping Policy","Kebijakan Pengiriman"
"Save & Generate","Simpan & hasilkan"
"Edit Sitemap","Ubah situs peta"
"New Sitemap","Situs peta baru"
"Sitemap Information","Informasi sitemap"
Sitemap,"Situ peta"
Filename,"Nama berkas"
"example: sitemap.xml","contoh: sitemap.xml"
"Add Sitemap","Tambah sitemap"
"You deleted the sitemap.","Anda menghapus sitemap."
"This sitemap no longer exists.","Situs map ini tidak ada lagi."
"Site Map","Situs map"
"New Site Map","Situs map baru"
"The sitemap ""%1"" has been generated.","Sitemap ""%1"" sudah dihasilkan."
"You saved the sitemap.","Anda menyimpan sitemap."
"The priority must be between 0 and 1.","Prioritas harus berada diantara 0 dan 1."
Yearly,Tahunan
"File handler unreachable","Berkas handler tidak terjangkau"
"Please define a correct path.","Harap tetapkan rute yang benar."
"Please create the specified folder ""%1"" before saving the sitemap.","Harap buat folder tertentu sebelum ""%1"" sebelum menyimpan sitemap."
"Please make sure that ""%1"" is writable by the web-server.","Harap pastikan bahwa ""%1"" dapat ditulis dengan web-server."
"Please use only letters (a-z or A-Z), numbers (0-9) or underscores (_) in the filename. No spaces or other characters are allowed.","Harap gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau garis bawah (_) pada nama file. Tidak ada spasi atau karakter lain yang diizinkan."
"Base Only","Hanya dasar"
"Sitemap generate Warnings","Peringatan umum sitemap"
"Sitemap Generation Warnings","Peringatan umum sitemap"
"XML Sitemap Section","Sesi XML Sitemap"
"Categories Options","Pilihan kategori"
"Valid values range from 0.0 to 1.0.","Nilai yang valid berkisar antara 0,0 sampai 1.0."
"Products Options","Pilihan produk"
"Add Images into Sitemap","Tambahkan Gambar ke dalam sitemap"
"CMS Pages Options","Pilihan halaman CMS"
"Generation Settings","Pengaturan umum"
"Sitemap File Limits","Batas berkas sitemap"
"Maximum No of URLs Per File","Maksimum No URL per berkas"
"Maximum File Size","Ukuran berkas maksimum"
"File size in bytes.","Ukuran berkas dalam satuan byte."
"Search Engine Submission Settings","Pengaturan Mesin pencari submission"
"Enable Submission to Robots.txt","Aktifkan submission ke Robots.txt"
"Link for Google","Link untuk google"
"Last Generated","Terakhir Dihasilkan"
"We were unable to perform the search because of a search engine misconfiguration.","Kami tidak bisa melakukan pencarian karena mesin pencari kesalahan konfigurasi."
"Remove from Update","Hapus dari Pembaruan"
"Schedule New Update","Jadwalkan Pembaruan Baru"
"View Specific Date","Lihat Tanggal Tertentu"
"Date & Time","Tanggal & Waktu"
"This update not exists.","Pembaruan ini tidak ada."
"The Start Time of this Update cannot be changed. It's been already started.","Waktu Mulai Pembaruan ini tidak dapat diubah. Itu sudah siap dimulai."
"Cannot save Update.","Tidak dapat menyimpan Pembaruan."
"Edit Existing Update","Edit Pembaruan Yang sudah ada"
"Assign to Another Update","Menetapkan ke Pembaruan Yang lain"
"Assign to Existing Update","Menetapkan ke Pembaruan Yang sudah ada"
"You removed this %1 from the update.","Anda menghapus %1 dari pembaruan."
"Something went wrong while removing the %1.","Ada yang salah saat menyimpan %1."
"You saved this %1 update.","Anda menyimpan pembaruan %1."
"Something went wrong while saving the %1.","Ada yang salah saat menyimpan %1."
"Can not be rescheduled","Tidak dapat dijadawal ulang"
"Delete Update","Hapus Pembaruan"
Test,Uji
"This action is unavailable","Tindakan ini tidak tersedia"
Calendar,Kalender
"Share Preview Link","Bagikan Link Prantinjau"
"Create New Update","Buat Pembaruan Baru"
Includes,Termasuk
"Are you sure you want to delete the system report?","Apakah anda yakin ingin menghapus laporan sistem?"
"Go to Top","Pergi ke Atas"
"System Report Information","Informasi Laporan Sistema"
"The backup has been deleted.","Backup telah terhapus."
"Cannot delete backup","Tidak dapat menghapus backup"
"File does not exist","Berkas tidak ada"
"Log Details","Rincian Log"
"Create System Report","Buat Laporan Sistem"
"Unable to find a system report to delete.","Tidak dapat menemukan laporan sistem untuk dihapus."
"The system report has been deleted.","Laporan sistem telah dihapus."
"An error occurred while deleting the system report. Please review log and try again.","Terjadi kesalahan saat menghapus laporan sistem. Silahkan tinjau log dan coba lagi."
"Requested system report no longer exists.","Laporan sistem yang diminta tidak tersedia lagi."
"System Reports","Laporan Sistem"
"An error occurred during mass deletion of system reports. Please review log and try again.","Terjadi kesalahan saat penghapusan massal laporan sistem. Silahkan tinjau log dan coba lagi."
Incomplete,"Tidak lengkap"
"Processing ...","Memproses ..."
(now),(sekarang)
"And more...","Dan sebagainya..."
"Column %1","Kolom %1"
"All Eav Attributes","Semua Atribut Eav"
"Category Eav Attributes","Kategori Atribut Eav"
"Customer Address Eav Attributes","Atribut Alamat Pelanggan Eav"
"Customer Eav Attributes","Atribut Pelanggan Eav"
"Entity Types","Jenis Entitas"
"Attribute Model","Model Atribut"
"Main Table","Meja Utama"
"Additional Attribute Table","Tabel Atribut Tambahan"
"New Eav Attributes","Atribut Eav Baru"
"Product Eav Attributes","Atribut Produk Eav"
"Data from app/etc/env.php","Data dari app/etc/env.php"
"For Checkout","Untuk Checkout"
"Refund Online","Pengembalian dana Online"
"Partial Refund Online","Sebagian Pengembalian dana Online"
"Partial Refund Offline","Sebagian Pengembalian dana Offline"
"Job Code","Kode Pekerjaan"
"Run Method","Jalankan Metode"
"Group Code","Kode Grup"
"Schedule Id","Id Jadwal"
"Scheduled At","Dijadwalkan Di"
"Finished At","Selesai Di"
Count,Hitung
Method,Metode
"All Admin Events","Semua Acar Admin"
"All Doc Events","Semua Dokumen Acara"
"All Global events","Semua acara Global"
"All REST Events","Semua Acara REST"
"Log Files","Berkas Log"
"Log Entries","Entri Log"
"Store Views List","Daftar Tampilan Toko"
"Stores List","Daftar Toko"
"Websites List","Daftar Situs web"
"There was an error while loading system report data.","Terjadi kesalahan saat memuat data laporan sistem."
"Test error","Uju kesalahan"
"Error message!","Pesan kesalahan!"
"Source Model","Model Sumber"
Top,Atas
Logs,Log
"New Backup","Cadangan Baru"
"Refresh Status","Segarkan Status"
"Are you sure you want to delete selected item(s)?","Apakah anda yakin ingin menghapus item(s) yang dipilih?"
"Code Dump","Kode Dump"
"Choose Report Groups","Pilih Grup Laporan"
"New Report","Laporan Baru"
"Report Groups","Laporan Grup"
"Product Result Conditions (leave blank for matching all products)","Kondisi Hasil Produk (biarkan kosong untuk mencocokkan semua produk)"
"Products to Display","Produk untuk Ditampilkan"
"Product Match Conditions (leave blank for matching all products)","Kondisi Pencocokan Produk (biarkan kosong untuk mencocokkan semua produk)"
"General Rule Information","Informasi Aturan Umum"
"Result Limit","Batas Hasil"
"Maximum number of products this rule can apply to (up to 20).","Aturan jumlah maksimal produk yang dapat diterapkan (sampai 20)."
"Product Rule Information","Informasi Aturan Produk"
"Matched Product %1","Kecocokan Produk %1"
"Target Product ","Produk Target "
"Product Special","Produk Spesial"
"equal to","sama dengan"
more,lagi
less,kurang
"Selected Only","Hanya Dipilih"
"Show Related Products","Tampilkan Produk Terkait"
"Tax Rate Information","Informasi Tarif Pajak"
"Tax Identifier","Pengenal pajak"
"Range From","Berkisar dari"
"Range To","Berkisar Ke"
State,Negara
"Rate Percent","Tingkat Persen"
"Tax Titles","Judul pajak"
"Add New Tax Rate","Tambahkan Tarif Pajak Baru"
"Delete Rate","Hapus Nilai"
"Save Rate","Simpan Nilai"
"Manage Tax Rules","Mengelola Aturan Pajak"
"Add New Tax Rule","Tambahkan Aturan Pajak Baru"
"Save Rule","Simpan Aturan"
"Tax Rule Information","Informasi Peraturan Pajak"
"Customer Tax Class","Kelas Pelanggan Pajak"
"Product Tax Class","Kelas Pajak Produk"
"Tax Rate","Nilai Pajak"
"Tax rates at the same priority are added, others are compounded.","Tarif pajak pada prioritas yang sama ditambahkan, yang lain ditambah."
"Calculate Off Subtotal Only","Hitungan Mati Subtotal"
"Do you really want to delete this tax class?","Apakah Anda ingin menghapus kelas pajak ini?"
"Add New Tax Class","Tambahkan Kelas Pajak Baru"
"Manage Tax Rates","Mengelola Tarif Pajak"
"New Tax Rate","Tarif Pajak Baru"
"Tax Zones and Rates","Zona dan Tarif Pajak"
"An error occurred while loading this tax rate.","Terjadi kesalahan saat memuat tarif pajak ini."
"You deleted the tax rate.","Anda menghapus tarif pajak."
"Something went wrong deleting this rate.","Ada yang salah menghapus angka ini."
"Edit Tax Rate","Ubah Tarif Pajak"
"You saved the tax rate.","Anda menyimpan tarif pajak."
"An error occurred while loading tax rates.","Terjadi kesalahan saat memuat tarif pajak."
"The tax rule has been deleted.","Aturan pajak telah dihapus."
"Something went wrong deleting this tax rule.","Ada yang salah menghapus peraturan pajak ini."
"New Tax Rule","Peraturan pajak baru"
"You saved the tax rule.","Anda menyimpan peraturan pajak."
"Invalid name of tax class specified.","Nama kelas pajak yang tidak ditentukan."
"Custom price if available","Custom harga jika tersedia"
"Original price only","Harga Asli Saja"
"Shipping Origin","Pengiriman Asal"
"No (price without tax)","Tidak (harga tanpa pajak)"
"Yes (only price with tax)","Iya (hanya harga dengan pajak)"
"Both (without and with tax)","Baik (tanpa dan dengan pajak)"
"Invalid type supplied","Pengiriman Asal"
"Class name and class type","Nama kelas dan Jenis kelas"
"Before Discount","Sebelum Pemotongan Harga"
"After Discount","Setelah Pemotongan Harga"
"customer group","kelompok Pelanggan"
product,produk
"Entity already exists","Entitas sudah ada"
"Cannot save titles","Entitas sudah ada"
"Some Message","Beberapa pesan"
Note:,Catatan:
"Leave this field empty if you wish to use the tax identifier.","Biarkan bidang ini kosong jika Anda ingin menggunakan pengenal pajak."
"An error occurred","Terjadi kesalahan"
"Do you really want to delete this tax rate?","Apakah Anda benar-benar ingin menghapus tarif pajak ini?"
"Add New Class","Tambahkan Kelas Baru"
Taxes,Pajak
"Tax Section","Bagian pajak"
"Tax Classes","Kelas Pajak"
"Tax Class for Shipping","Kelas Pajak untuk Pengiriman"
"Calculation Settings","Pengaturan Perhitungan"
"Tax Calculation Method Based On","Metode Perhitungan Pajak Berdasarkan"
"Apply Discount On Prices","Terapkan pemotongan Harga"
"Apply Tax On","Terapkan Pajak aktif"
"Enable Cross Border Trade","Aktifkan Perdagangan Lintas Batas"
"When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate.","Bila harga katalog termasuk pajak, aktifkan pengaturan ini untuk memperbaiki harganya tidak peduli berapa tarif pajak pelanggan."
"Price Display Settings","Pengaturan Tampilan Harga"
"Display Product Prices In Catalog","Tampilkan Harga Produk Di Katalog"
"Display Shipping Prices","Tampilkan Harga Pengiriman"
"Shopping Cart Display Settings","Pengaturan Tampilan Keranjang Belanja"
"Display Prices","Harga tampilan"
"Display Shipping Amount","Tampilan Jumlah Pengiriman"
"Display Full Tax Summary","Tampilkan Ringkasan Pajak Penuh"
"Display Zero Tax Subtotal","Tampilkan jumlah Total Pajak Nol"
"Orders, Invoices, Credit Memos Display Settings","Pesanan, Faktur, Setelan Tampilan Memo Kredit"
State/Region,"Negara bagian/wilayah"
"Subtotal Only","Hanya subtotal"
"The tax rate has been imported.","Tarif pajak telah diimpor."
"Invalid file upload attempt","Upaya upload unggahan tidak sah"
"Import Tax Rates","Tarif Pajak Impor"
"Export Tax Rates","Tarif Pajak Ekspor"
"Import/Export Tax Rates","Tarif Pajak Impor/Ekspor"
"Save and Continue","Simpan dan lanjutkan"
"Save Configuration","Simpan konfigurasi"
Themes,Tema
"Are you sure you want to delete this theme?","Apakah anda yakin ingin menghapus item ini?"
